Event timestamp,Event ID,Event type,Calling object,Calling object identity hashcode,Method return type,Method name,Method call depth,Method parameters number,Parameters types,Parameters values
1541008425506,804073184,call,javachat.network.Client@7fe65778,2145802104,boolean,javachat.network.socket.SocketController.isConnected,10,0,NA,NA
1541008425506,468433206,call,javachat.network.Client@7fe65778,2145802104,boolean,javachat.network.socket.SocketController.connected,11,0,NA,NA
1541008425506,468433206,return,true,2145802104,NA,NA,NA,NA,NA,NA
1541008425506,804073184,return,true,2145802104,NA,NA,NA,NA,NA,NA
1541008425506,354598144,return,true,2145802104,NA,NA,NA,NA,NA,NA
1541008425506,1471460636,call,NA,NA,boolean,javachat.JavaChat.client,9,0,NA,NA
1541008425506,1471460636,return,javachat.network.Client@7fe65778,0,NA,NA,NA,NA,NA,NA
1541008425506,1467926615,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.Client.disconnect,9,0,NA,NA
1541008425506,295859830,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.disconnect,10,0,NA,NA
1541008425506,1464229757,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.disconnect,11,1,java.lang.Boolean,true
1541008425506,1464229757,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425506,631770332,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.sendQuit,11,0,NA,NA
1541008425506,70599758,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.sendQuit,12,0,NA,NA
1541008425506,103187320,call,NA,NA,class javachat.network.message.Packet,javachat.network.message.Packet.createQuitPacket,13,0,NA,NA
1541008425506,1669241206,call,NA,NA,class javachat.network.message.Packet,javachat.network.message.Packet.createQuitPacket,14,0,NA,NA
1541008425506,114669353,call,NA,NA,class javachat.network.message.Packet,javachat.network.message.PacketType.QUIT,15,0,NA,NA
1541008425506,114669353,return,QUIT,0,NA,NA,NA,NA,NA,NA
1541008425506,686593161,call,NA,NA,class javachat.network.message.Packet,javachat.network.message.Packet.<init>,15,2,javachat.network.message.PacketType//NULL,QUIT//
1541008425506,442757039,call,NA,NA,class javachat.network.message.Packet,javachat.network.message.Packet.<init>,16,2,javachat.network.message.PacketType//NULL,QUIT//
1541008425506,222388412,call,javachat.network.message.Packet@2686f2c2,646378178,class javachat.network.message.Packet,javachat.network.message.Packet.<init>,16,2,javachat.network.message.PacketType//NULL,QUIT//
1541008425506,1786933831,call,javachat.network.message.Packet@2686f2c2,646378178,class javachat.network.message.Packet,java.io.Serializable.<init>,17,0,NA,NA
1541008425506,1863968303,call,javachat.network.message.Packet@2686f2c2,646378178,class javachat.network.message.Packet,javachat.network.message.Packet.<init>,17,2,javachat.network.message.PacketType//NULL,QUIT//
1541008425506,1767583728,call,javachat.network.message.Packet@2686f2c2,646378178,class javachat.network.message.Packet,javachat.network.message.Packet.type,18,1,javachat.network.message.PacketType,QUIT
1541008425506,1767583728,return,NA,646378178,NA,NA,NA,NA,NA,NA
1541008425506,2027606267,call,javachat.network.message.Packet@2686f2c2,646378178,class javachat.network.message.Packet,javachat.network.message.Packet.data,18,1,NULL,NULL
1541008425506,2027606267,return,NA,646378178,NA,NA,NA,NA,NA,NA
1541008425506,1863968303,return,NA,646378178,NA,NA,NA,NA,NA,NA
1541008425506,686593161,return,javachat.network.message.Packet@2686f2c2,646378178,NA,NA,NA,NA,NA,NA
1541008425506,1669241206,return,javachat.network.message.Packet@2686f2c2,646378178,NA,NA,NA,NA,NA,NA
1541008425506,103187320,return,javachat.network.message.Packet@2686f2c2,646378178,NA,NA,NA,NA,NA,NA
1541008425506,20157933,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.sendData,13,1,javachat.network.message.Packet,javachat.network.message.Packet@2686f2c2
1541008425506,565912442,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.sendData,14,1,javachat.network.message.Packet,javachat.network.message.Packet@2686f2c2
1541008425506,288341010,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.output,15,0,NA,NA
1541008425506,288341010,return,java.io.ObjectOutputStream@4dfc7317,2145802104,NA,NA,NA,NA,NA,NA
1541008425506,1063054276,call,java.io.ObjectOutputStream@4dfc7317,1308390167,void,java.io.ObjectOutputStream.writeObject,15,1,javachat.network.message.Packet,javachat.network.message.Packet@2686f2c2
1541008425506,1063054276,return,NA,1308390167,NA,NA,NA,NA,NA,NA
1541008425506,565912442,return,NA,1308390167,NA,NA,NA,NA,NA,NA
1541008425506,20157933,return,NA,1308390167,NA,NA,NA,NA,NA,NA
1541008425506,70599758,return,NA,1308390167,NA,NA,NA,NA,NA,NA
1541008425506,631770332,return,NA,1308390167,NA,NA,NA,NA,NA,NA
1541008425506,295859830,return,NA,1308390167,NA,NA,NA,NA,NA,NA
1541008425506,1467926615,return,NA,1308390167,NA,NA,NA,NA,NA,NA
1541008425506,812147100,return,NA,1308390167,NA,NA,NA,NA,NA,NA
1541008425505,1953934864,return,NA,1308390167,NA,NA,NA,NA,NA,NA
1541008425507,1518717693,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)868x574(comma)invalid(comma)layout=java.awt.BorderLayout(comma)title=Java Chat(comma)resizable(comma)normal(comma)defaultCloseOperation=EXIT_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)8(comma)31(comma)852x535(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@78e8f8c1(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.lockServerDetails,7,1,java.lang.Boolean,false
1541008425507,908472979,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)868x574(comma)invalid(comma)layout=java.awt.BorderLayout(comma)title=Java Chat(comma)resizable(comma)normal(comma)defaultCloseOperation=EXIT_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)8(comma)31(comma)852x535(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@78e8f8c1(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.lockServerDetails,8,1,java.lang.Boolean,false
1541008425507,1862069592,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)868x574(comma)invalid(comma)layout=java.awt.BorderLayout(comma)title=Java Chat(comma)resizable(comma)normal(comma)defaultCloseOperation=EXIT_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)8(comma)31(comma)852x535(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@78e8f8c1(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jRadioButtonServer,9,0,NA,NA
1541008425507,1862069592,return,javax.swing.JRadioButton[(comma)0(comma)5(comma)57x18(comma)disabled(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@35937673(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=false(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=Server],915371392,NA,NA,NA,NA,NA,NA
1541008425507,545694157,call,javax.swing.JRadioButton[(comma)0(comma)5(comma)57x18(comma)disabled(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@35937673(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=false(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=Server],670298477,void,javax.swing.JRadioButton.setEnabled,9,1,java.lang.Boolean,true
1541008425507,545694157,return,NA,670298477,NA,NA,NA,NA,NA,NA
1541008425507,1419793666,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)868x574(comma)invalid(comma)layout=java.awt.BorderLayout(comma)title=Java Chat(comma)resizable(comma)normal(comma)defaultCloseOperation=EXIT_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)8(comma)31(comma)852x535(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@78e8f8c1(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jRadioButtonClient,9,0,NA,NA
1541008425507,1419793666,return,javax.swing.JRadioButton[(comma)63(comma)5(comma)54x18(comma)disabled(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@4eede6af(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=false(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=Client],915371392,NA,NA,NA,NA,NA,NA
1541008425507,1402296239,call,javax.swing.JRadioButton[(comma)63(comma)5(comma)54x18(comma)disabled(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@4eede6af(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=false(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=Client],2092557687,void,javax.swing.JRadioButton.setEnabled,9,1,java.lang.Boolean,true
1541008425508,1402296239,return,NA,2092557687,NA,NA,NA,NA,NA,NA
1541008425508,1519052456,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)868x574(comma)invalid(comma)layout=java.awt.BorderLayout(comma)title=Java Chat(comma)resizable(comma)normal(comma)defaultCloseOperation=EXIT_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)8(comma)31(comma)852x535(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@78e8f8c1(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jTextFieldHostname,9,0,NA,NA
1541008425508,1519052456,return,javax.swing.JTextField[(comma)407(comma)0(comma)221x28(comma)disabled(comma)layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@122f9719(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)caretColor=(comma)disabledTextColor=DerivedColor(color=142(comma)143(comma)145 parent=nimbusDisabledText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=142(comma)143(comma)145(comma)editable=true(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)selectedTextColor=DerivedColor(color=255(comma)255(comma)255 parent=nimbusSelectedText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=255(comma)255(comma)255(comma)selectionColor=DerivedColor(color=57(comma)105(comma)138 parent=nimbusSelectionBackground offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=57(comma)105(comma)138(comma)columns=0(comma)columnWidth=0(comma)command=(comma)horizontalAlignment=LEADING],915371392,NA,NA,NA,NA,NA,NA
1541008425508,1326955773,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)868x574(comma)invalid(comma)layout=java.awt.BorderLayout(comma)title=Java Chat(comma)resizable(comma)normal(comma)defaultCloseOperation=EXIT_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)8(comma)31(comma)852x535(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@78e8f8c1(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jRadioButtonServer,9,0,NA,NA
1541008425508,1326955773,return,javax.swing.JRadioButton[(comma)0(comma)5(comma)57x18(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@35937673(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=false(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=Server],915371392,NA,NA,NA,NA,NA,NA
1541008419301,346532927,return,javachat.network.message.Packet@7b52cc01,670298477,NA,NA,NA,NA,NA,NA
1541008425508,432662616,call,javax.swing.JRadioButton[(comma)0(comma)5(comma)57x18(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@35937673(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=false(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=Server],670298477,boolean,javax.swing.JRadioButton.isSelected,8,0,NA,NA
1541008425508,365600047,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.receiveMsg,9,1,javachat.network.message.Packet,javachat.network.message.Packet@7b52cc01
1541008425508,432662616,return,false,2145802104,NA,NA,NA,NA,NA,NA
1541008425508,745854413,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.Client.receiveMsg,9,1,javachat.network.message.Packet,javachat.network.message.Packet@7b52cc01
1541008425508,94061096,call,NA,NA,class [I,javachat.network.Client.$SWITCH_TABLE$javachat$network$message$PacketType,11,0,NA,NA
1541008425508,1612246241,call,javax.swing.JTextField[(comma)407(comma)0(comma)221x28(comma)disabled(comma)layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@122f9719(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)caretColor=(comma)disabledTextColor=DerivedColor(color=142(comma)143(comma)145 parent=nimbusDisabledText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=142(comma)143(comma)145(comma)editable=true(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)selectedTextColor=DerivedColor(color=255(comma)255(comma)255 parent=nimbusSelectedText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=255(comma)255(comma)255(comma)selectionColor=DerivedColor(color=57(comma)105(comma)138 parent=nimbusSelectionBackground offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=57(comma)105(comma)138(comma)columns=0(comma)columnWidth=0(comma)command=(comma)horizontalAlignment=LEADING],0,class [I,javax.swing.JTextField.setEnabled,11,0,NA,NA,1,java.lang.Boolean,true
1541008425508,1749333086,call,NA,NA,class [I,javachat.network.Client.$SWITCH_TABLE$javachat$network$message$PacketType,12,0,NA,NA
1541008425508,1749333086,return,[I@5f8fba3c,0,NA,NA,NA,NA,NA,NA
1541008425508,94061096,return,[I@5f8fba3c,0,NA,NA,NA,NA,NA,NA
1541008425508,698773404,call,javachat.network.message.Packet@7b52cc01,2069023745,class javachat.network.message.PacketType,javachat.network.message.Packet.getType,11,0,NA,NA
1541008425508,603327960,call,javachat.network.message.Packet@7b52cc01,2069023745,class javachat.network.message.PacketType,javachat.network.message.Packet.getType,12,0,NA,NA
1541008425508,2091094412,call,javachat.network.message.Packet@7b52cc01,2069023745,class javachat.network.message.PacketType,javachat.network.message.Packet.type,13,0,NA,NA
1541008425508,2091094412,return,QUIT,2069023745,NA,NA,NA,NA,NA,NA
1541008425508,603327960,return,QUIT,2069023745,NA,NA,NA,NA,NA,NA
1541008425508,698773404,return,QUIT,2069023745,NA,NA,NA,NA,NA,NA
1541008425508,831011842,call,QUIT,698921228,int,javachat.network.message.PacketType.ordinal,11,0,NA,NA
1541008425508,831011842,return,3,698921228,NA,NA,NA,NA,NA,NA
1541008425508,726171424,call,javachat.network.Client@7fe65778,2145802104,int,javachat.network.Client.socketCtrl,11,0,NA,NA
1541008425508,726171424,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425508,952319836,call,NA,NA,boolean,javachat.network.socket.SocketController.isDisconnecting,11,0,NA,NA
1541008425508,1612246241,return,NA,0,NA,NA,NA,NA,NA,NA
1541008425508,1831528940,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)868x574(comma)invalid(comma)layout=java.awt.BorderLayout(comma)title=Java Chat(comma)resizable(comma)normal(comma)defaultCloseOperation=EXIT_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)8(comma)31(comma)852x535(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@78e8f8c1(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jTextFieldPort,9,0,NA,NA
1541008425508,1485633081,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)868x574(comma)invalid(comma)layout=java.awt.BorderLayout(comma)title=Java Chat(comma)resizable(comma)normal(comma)defaultCloseOperation=EXIT_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)8(comma)31(comma)852x535(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@78e8f8c1(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],915371392,void,javachat.network.socket.SocketController.cleanup,9,0,NA,NA
1541008425509,672442630,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.cleanup,10,0,NA,NA
1541008425509,1831528940,return,javax.swing.JTextField[(comma)665(comma)0(comma)76x28(comma)disabled(comma)layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@45e9eb0c(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)caretColor=(comma)disabledTextColor=DerivedColor(color=142(comma)143(comma)145 parent=nimbusDisabledText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=142(comma)143(comma)145(comma)editable=true(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)selectedTextColor=DerivedColor(color=255(comma)255(comma)255 parent=nimbusSelectedText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=255(comma)255(comma)255(comma)selectionColor=DerivedColor(color=57(comma)105(comma)138 parent=nimbusSelectionBackground offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=57(comma)105(comma)138(comma)columns=0(comma)columnWidth=0(comma)command=(comma)horizontalAlignment=LEADING],2145802104,NA,NA,NA,NA,NA,NA
1541008425509,1078813275,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.input,11,0,NA,NA
1541008425509,1078813275,return,java.io.ObjectInputStream@61035f1f,2014305629,NA,NA,NA,NA,NA,NA
1541008425509,1641389265,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.input,11,0,NA,NA
1541008425509,531120352,call,javax.swing.JTextField[(comma)665(comma)0(comma)76x28(comma)disabled(comma)layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@45e9eb0c(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)caretColor=(comma)disabledTextColor=DerivedColor(color=142(comma)143(comma)145 parent=nimbusDisabledText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=142(comma)143(comma)145(comma)editable=true(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)selectedTextColor=DerivedColor(color=255(comma)255(comma)255 parent=nimbusSelectedText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=255(comma)255(comma)255(comma)selectionColor=DerivedColor(color=57(comma)105(comma)138 parent=nimbusSelectionBackground offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=57(comma)105(comma)138(comma)columns=0(comma)columnWidth=0(comma)command=(comma)horizontalAlignment=LEADING],2145802104,void,javax.swing.JTextField.setEnabled,11,0,NA,NA,1,java.lang.Boolean,true
1541008425509,1641389265,return,java.io.ObjectInputStream@61035f1f,2145802104,NA,NA,NA,NA,NA,NA
1541008425509,1582797804,call,java.io.ObjectInputStream@61035f1f,1627610911,void,java.io.ObjectInputStream.close,11,0,NA,NA
1541008425509,1582797804,return,NA,1627610911,NA,NA,NA,NA,NA,NA
1541008425509,1401310649,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.output,11,0,NA,NA
1541008425509,531120352,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425509,1401310649,return,java.io.ObjectOutputStream@4dfc7317,2145802104,NA,NA,NA,NA,NA,NA
1541008425509,2020778536,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.output,11,0,NA,NA
1541008425509,1232461925,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)868x574(comma)invalid(comma)layout=java.awt.BorderLayout(comma)title=Java Chat(comma)resizable(comma)normal(comma)defaultCloseOperation=EXIT_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)8(comma)31(comma)852x535(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@78e8f8c1(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],2145802104,void,javachat.ui.ChatWindow.jButtonUpdateName,11,0,NA,NA,0,NA,NA
1541008425509,2020778536,return,java.io.ObjectOutputStream@4dfc7317,2145802104,NA,NA,NA,NA,NA,NA
1541008425509,898407139,call,java.io.ObjectOutputStream@4dfc7317,1308390167,void,java.io.ObjectOutputStream.close,11,0,NA,NA
1541008425509,1232461925,return,javax.swing.JButton[(comma)747(comma)34(comma)105x28(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@50973ca2(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=true(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=Update Name(comma)defaultCapable=true],1308390167,NA,NA,NA,NA,NA,NA
1541008425509,1848472142,call,javax.swing.JButton[(comma)747(comma)34(comma)105x28(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@50973ca2(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=true(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=Update Name(comma)defaultCapable=true],2093008030,void,javax.swing.JButton.setEnabled,11,1,java.lang.Boolean,false
1541008425509,898407139,return,NA,2093008030,NA,NA,NA,NA,NA,NA
1541008425509,1462150989,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.socket,11,0,NA,NA
1541008425509,1462150989,return,Socket[addr=localhost/127.0.0.1(comma)port=12345(comma)localport=50598],2145802104,NA,NA,NA,NA,NA,NA
1541008425509,917291925,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.socket,11,0,NA,NA
1541008425509,917291925,return,Socket[addr=localhost/127.0.0.1(comma)port=12345(comma)localport=50598],2145802104,NA,NA,NA,NA,NA,NA
1541008425509,1537361034,call,Socket[addr=localhost/127.0.0.1(comma)port=12345(comma)localport=50598],1794998297,boolean,java.net.Socket.isClosed,11,0,NA,NA
1541008425509,1537361034,return,true,1794998297,NA,NA,NA,NA,NA,NA
1541008425509,178820767,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.setConnected,11,1,java.lang.Boolean,false
1541008425509,1758872648,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.setConnected,12,1,java.lang.Boolean,false
1541008425509,943100588,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.connected,13,1,java.lang.Boolean,false
1541008425509,943100588,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425509,1758872648,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425509,178820767,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425509,1848472142,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425509,1912145716,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.socket.SocketController.disconnected,11,0,NA,NA
1541008425507,908472979,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425507,1518717693,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425505,1455571721,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425505,2068188017,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425509,1068203002,call,javachat.network.Client@7fe65778,2145802104,void,javachat.network.Client.disconnected,8,0,NA,NA
1541008425505,1418230758,return,NA,2145802104,NA,NA,NA,NA,NA,NA
1541008425505,1824670685,return,NA,0,NA,NA,NA,NA,NA,NA
